dbn,category,open_year,borough,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,overview,address,website,activities,sports,postcode,lat,lon,diversity_index,number_of_activities,number_of_sports,student_trust_score,crime_rate,avg_rent_per_sqft,rent_level
02M393,High school,2009,Manhattan,Clinton,M,2,Business Of Sports School,2018,429,36.8,63.2,1.2,32.9,61.3,1.6,3.0,24.0,8.2,72.5,166.0,85.68,14.08,0.0,457.0,84.03,6.56,"We are a CTE high school focused on Business Management & Entrepreneurship. We expect our students to learn the fundamentals of business and to graduate prepared for college and careers as business analysts, marketers, entrepreneurs, and journalists. Students have many opportunities for real-world learning and building their own personal networks in the sports management industry through internships and other work-based learning activities. Each student is also paired with a professional mentor, and through our Sports Business Speaker Series, our students have frequent opportunities to network with current industry professionals. Our graduates may also earn industry certifications in Microsoft Office and Workplace Readiness.",439 West 49th Street,nycBOSS.org,"College Preparation: CollegeBound Initiative, College Trips, National Honor Society, SAT Prep; Clubs: Cheerleading, Chess, Cycling, Dance, Debate, Fashion Design, Gay/Straight Alliance, International Travel, Yoga, Weight Training; Leadership: Internships, Navy JROTC Career Connections: Mentoring Partnerships (NFL, American Express, CBS, Morgan Stanley), Peer Group Connection (PGC), Sports Business Speaker Series, Student Council; Student Support: Advocate Groups, After-School Program, Saturday Academy",Not specified,10019,40.763655,-73.990318,51.46900000000001,22,0,6.66,116.1780589202105,34.01026041666667,3.0
02M399,High school,2009,Manhattan,Gramercy,M,2,The High School For Language And Diplomacy,2018,302,54.29999999999999,45.7,24.2,23.2,45.7,3.0,4.0,17.5,10.9,75.5,167.0,83.28,16.38,0.0,529.0,84.88,5.67,"Through a challenging academic program that provides opportunities for public service and global awareness, our students learn the craft of international diplomacy while developing their technology and communication skills. Students also have the opportunity to achieve proficiency in Mandarin and French through an intensive, engaging program designed for students of all levels, including those who have never studied the language before.",40 Irving Place,hsflad.org,"Anime Club, Art Club, Chess, Debate Club, Fitness Club, Girls Acapella, Journalism, Korean Drama Club, Literary Magazine, Math Club, Model UN, National Honor Society, Peer Mediation, Script-Ed, Service Club, Student Government, TEALS, Tutoring, Women Empowerment Club, Yearbook, Young Men in Leadership Club","As we expand, we plan to offer Intramural Sports including: Badminton, Double Dutch, Yoga",10003,40.735361,-73.987064,67.6263,21,4,3.38,116.1780589202105,45.66458333333333,3.0
02M400,High school,1996,Manhattan,Clinton,M,2,High School for Environmental Studies,2018,1146,50.6,49.4,10.9,15.7,64.1,2.7,6.5,18.9,8.7,82.0,166.0,86.29,13.62,0.0,1445.0,86.16,5.12,"Our mission is to provide a unique and challenging curriculum so that our students achieve high standards of excellence. We provide applied learning experiences and hands-on programs that focus on the environment. It is the further mission of our school for families, students, administration, and staff to collaborate to identify issues, define goals, formulate policies, and implement activities. Our Environmental Seminar provides all ninth graders with individualized attention and helps students to develop their skills in an environment that fosters risk-taking and independent growth. Everyone in the HSES community is committed to excel, as all learners are challenged, motivated, and provided with an open avenue of communication.",444 West 56th Street,envirostudies.org,"Art, Badminton, Cheerleading, Drama, Envirothon, French, K-pop, Leadership Class, Literature, Model UN, Multicultural Aspects, National Honor Society (Arista), Photography, Student Government, Weight Training, Yearbook, Youth Environmental Stewards (YES), Yoga",Not specified,10019,40.76784,-73.98861,54.76350000000001,18,0,7.199999999999999,116.1780589202105,34.01026041666667,3.0
02M407,Secondary School,1996,Manhattan,Gramercy,M,2,Institute for Collaborative Education,2018,486,49.8,50.2,7.000000000000001,22.2,19.1,4.1,47.5,16.5,0.4,27.399999999999995,177.0,90.87,6.22,2.7,329.0,93.01,1.22,"The Institute for Collaborative Education (ICE) is founded on the principles of the Coalition of Essential Schools and is a member of the New York State Performance Standards Consortium. As a progressive school, our courses and units of study are inquiry-based and designed to develop students' critical thinking skills. Students engage in academically-challenging, performance-based assessment tasks (PBATs) that demonstrate their understanding of course material. ICE provides students advanced learning opportunities through our collaborations and partnerships with local universities, colleges, and community-based organizations.",345 East 15th Street,iceschoolnyc.org,Not specified,"Basketball, Baseball, Flag Football, Soccer, Softball, Track",10003,40.73266,-73.98259,68.2029,0,6,8.22,116.1780589202105,45.66458333333333,3.0
02M408,Secondary School,1996,Manhattan,Clinton,M,2,Professional Performing Arts High School,2018,558,72.0,28.000000000000004,7.000000000000001,20.8,20.4,6.6000000000000005,45.2,14.2,0.2,34.9,179.0,89.91,5.95,3.96,555.0,95.14,1.98,"Located in the heart of Manhattan's theater district, this small, personalized school partners with top-rated New York City Arts organizations to provide professional-level training in the performing arts and a competitive academic program. Recognized for our unique arts instruction, we attract master performers and industry players that help guide our students toward the most competitive colleges and conservatories. Our special relationships with local organizations provide access to some of the most modern training facilities in New York City. Our unique combination of arts and academics provides an engaging school environment that recognizes that students excel in all areas when provided with programs that recognize their passions.",328 West 48th Street,ppasnyc.org,"Audition Coaching, Black Box Theatre Productions, College Tutoring, Community Service, Full-Scale Musical Production, Global Glimpse International Service Club, Leadership Club, National Honor Society, Peer Mentoring, Peer Tutoring, Photography Club, Playwriting Club, SAT Preparation, Science Lab Internships, School Newspaper, Senior Leadership Council, Social Action Committee, Student Council, Teaching Assistant Internships, Yearbook Club",Not specified,10036,40.761327,-73.988665,70.15599999999999,20,0,6.84,116.1780589202105,39.115138888888886,3.0
02M411,High school,1999,Manhattan,Chelsea-Union Sq,M,2,Baruch College Campus High School,2018,475,55.8,44.2,34.9,3.6000000000000005,13.3,5.7,42.5,12.6,1.1,38.7,167.0,96.0,3.58,0.0,563.0,99.64,0.0,"Baruch College Campus High School (BCCHS) collaborates with Baruch College to create a challenging, interdisciplinary, liberal arts high school. This intensive four-year program asks students to explore the philosophical, ethical, and aesthetic dimensions of the human experience. We expect our students to become socially conscious, responsible leaders in our transforming world. BCCHS is committed to our Core Values for developing life-long learners: Rigor, Community, Real World Connections, and Global Citizenship.",55 East 25th Street,bcchsnyc.net,"After-School Open Help Sessions (in all academic areas), Chess Club, Coding Club, Community Service, Dance, Debate, Drama, Film, Gay-Straight Alliance (GSA), International Exchange, InvenTeam, Lorax (Environmental Club), Model UN, Music, National Honor Society (NHS), Peer Tutoring, Red Cross, School Newspaper, School Play, Senior Mentors, Student Government, Tech Team, UNICEF, Writing, Yearbook","Badminton, Dance Team",10010,40.741888,-73.985723,67.534,25,2,6.7,116.1780589202105,46.30166666666666,3.0
02M412,High school,1999,Manhattan,Chelsea-Union Sq,M,2,N.Y.C. Lab School for Collaborative Studies,2018,471,52.2,47.8,18.7,3.6000000000000005,12.3,8.9,56.49999999999999,20.0,0.6,26.1,167.0,94.24,5.76,0.0,686.0,98.98,0.15,"Collaboration is the key element for all of our academic work. Students are expected to work in groups, be reflective of their own and of others' work, take responsibility for advocating for their own needs and the needs of others, and support the school community through seriousness of purpose, ongoing engagement, and respect for all.",333 West 17th Street,nyclabschool.org,"Art Workshops, Asian Culture, Black Alliance, Book Club, Courageous Conversations, Feminist Focus, GSA, HIV/ AIDS Action, Improv, Instrumental Music, Jewish Culture, Lab Theater Company, Literary Magazines, Model UN, Newspaper and Publications, Photography, Spanglish, Student Ambassadors, Student Government, Tech Squad, Yearbook",Pep Squad,10011,40.742512,-74.002222,62.146,21,1,8.22,116.1780589202105,45.59015740740741,3.0
02M413,Secondary School,1999,Manhattan,Gramercy,M,2,School of the Future High School,2018,749,48.7,51.3,20.0,11.2,24.2,9.9,34.7,21.2,0.7,43.5,179.0,93.55,4.3,2.02,496.0,96.77,1.21,The School of the Future is a student-centered and challenging school with the goal of preparing all graduates to enter the college or profession of their choice. Our students learn to think critically and solve problems in a supportive environment. We challenge our students to exceed the expectations set by the New York State Board of Regents by preparing them for research-based exhibition presentations in order to graduate.,127 East 22nd Street,sof.edu,"Extended Day Program: Academic Enrichment, After-School Tutoring, Arts, Band, Dance, Rooftop Garden, Studio Art, Technology, and Theater; Clubs: Chorus, Debate Team, Drama, Gay-Straight Alliance, The MOTH Storytellers, Photography, Science Club, School Newspaper, Ski & Snowboard, Student Senate, Yearbook",Not specified,10010,40.739121,-73.985323,75.8682,19,0,6.46,116.1780589202105,46.30166666666666,3.0
02M414,High school,1999,Manhattan,Chelsea-Union Sq,M,2,N.Y.C. Museum School,2018,449,57.9,42.1,24.1,12.9,35.6,6.0,21.4,20.3,0.9000000000000001,56.10000000000001,167.0,93.08,6.7,0.0,580.0,98.97,0.34,"We offer a unique program that uses the city's museums to enrich the curriculum. We currently partner with the Metropolitan Museum of Art, the Museum of the City of New York, Japan Society, and the Rubin Museum of Art, who each become extensions of our classrooms, affording the hands-on experience needed to make learning deep, challenging, and engaging. By studying in class, museums, and other institutions, students learn to emulate the work of scholars in the fields of science, history, technology, and the arts. Classroom instruction draws upon learning that takes place in the field, and deepens it with content that compels questioning, reflection, and insight.",333 West 17th Street,nycmuseumschool.org,"AP for All, Chess Club, High School Science Pathways, Hudson River Community Sailing programs, Night of Excellence semi-annual presentations, Photography Club, Red Cross Club, Running Club, Science Research Club, SING Performing Arts Club, Student Government and Activities Council, Yearbook Design","Coed Cross Country, Coed Indoor Track, Girls JV Basketball, No Girls Cross Country, No Indoor Track",10011,40.742512,-74.002222,74.9146,12,5,3.26,116.1780589202105,45.59015740740741,3.0
02M416,High school,2002,Manhattan,Lenox Hill,M,2,Eleanor Roosevelt High School,2018,530,59.8,40.2,15.3,2.6,10.0,6.2,65.8,15.7,0.0,19.4,167.0,96.4,2.84,0.57,716.0,99.58,0.28,Eleanor Roosevelt High School provides a supportive and rigorous college preparatory environment that places emphasis on giving back to the community. Students take four years in all core subjects and work towards achieving an Advanced Regents diploma.,411 East 76th Street,erhsnyc.org,"Chamber Music, Chess, Dance, Drama, ElRo Ambassadors, ElRo Experiment Science Magazine, ElRo Sibs (Peer Mentors), Film, Gender & Sexuality Alliance, Green Team, Investment & Finance, Jazz Ensemble, Law Team, Lego Art, Making a Difference, Math, Model UN, Multicultural Club, NHS, PawPrint Online Newspaper, Speech & Debate, Student Government, Student Movement Against Cancer, Tech Volunteers, Yearbook",Not specified,10021,40.770288,-73.953276,52.9107,25,0,8.68,116.1780589202105,38.342222222222226,3.0
